                                                                                            6, 3, W
                                                                                                6, 2, B
                                                                    7, 3, W
                                                                        6, 3, B
                                                                            6, 2, W
                                                                                7, 2, B
                            3, 6, W
                                2, 5, B
                    3, 9, W
                        2, 4, B
                            3, 5, W
                                2, 5, B
                                    3, 6, W
                        2, 5, B
                            3, 5, W
                                2, 6, B
                                    3, 6, W
                                        3, 7, B
                                            2, 4, W
                                                1, 4, B
                                                    2, 7, W
                                                        4, 7, B
                                                            3, 2, W
                                                                3, 1, B
                                                                    1, 3, W
                                                                        1, 5, B
                                                                            1, 2, W
                                                                                2, 1, B
                                                                                    2, 8, W
                                                                                        1, 7, B
                                                                                            6, 4, W
                    -1, -1, W
                        5, 3, B
                            3, 7, W
                                3, 9, B
                                    5, 4, W
                                        6, 4, B
                                            6, 5, W
                                                5, 5, B
                                                    5, 6, W
                                                        4, 4, B
                                                            4, 5, W
                                                                5, 4, B
                                                                    5, 9, W
                                                                        4, 6, B
                                                                            6, 6, W
                                                                                10, 4, B
                3, 2, B
                    5, 3, W
                        4, 2, B
                            6, 5, W
                                6, 2, B
                                    2, 4, W
                                    -1, -1, W
                                        6, 3, B
                                            6, 4, W
                                                10, 3, B
                                            9, 3, W
                                                5, 5, B
                                                    5, 6, W
                                                        4, 5, B
                                                            6, 4, W
                                                                5, 4, B
                                                                    4, 6, W
                                                                        3, 5, B
                                                                            3, 6, W
                                                                                2, 5, B
                                                                                    2, 6, W
                                                                                        1, 5, B
                                                                                            10, 4, W
                                2, 5, B
                                    5, 2, W
                                    -1, -1, W
                                        3, 5, B
                                            5, 2, W
                                            4, 5, W
                                                4, 6, B
                                                    5, 5, W
                                                        3, 7, B
                            5, 2, W
                                4, 3, B
                                    4, 4, W
                                        5, 4, B
                            7, 4, W
                                2, 5, B
                                    5, 2, W
                                5, 2, B
                                    2, 4, W
                                        6, 3, B
                                            6, 4, W
                                                4, 3, B
                                                    4, 4, W
                                                        5, 4, B
                                                            5, 5, W
                                    5, 5, W
                                        2, 5, B
                                            7, 2, W
                                                4, 3, B
                                                    4, 4, W
                                                        6, 3, B
                                                            7, 3, W
                                                                5, 4, B
                                                                    6, 4, W
                                    6, 3, W
                                        5, 5, B
                                            5, 4, W
                                                2, 5, B
                            6, 4, W
                                5, 5, B
                                    5, 4, W
                                        2, 5, B
                            5, 4, W
                                2, 5, B
                    2, 4, W
                        4, 3, B
                            4, 4, W
                                5, 3, B
                                    2, 8, W
                                        9, 2, B
                    4, 2, W
                        5, 2, B
                            4, 1, W
                                4, 3, B
                                    5, 3, W
                                        4, 4, B
                                            6, 2, W
                                                5, 4, B
                                                    6, 3, W
                                                        3, 5, B
                                            3, 5, W
                                                5, 4, B
                                                    5, 1, W
                                                        6, 2, B
                                                            6, 1, W
                                                                7, 2, B
                                                                    7, 1, W
                                                                        10, 2, B
                                                                            9, 1, W
                                                                                10, 1, B
                                                                                    10, 0, W
                                                                                        9, 2, B
                                                                                            8, 1, W
                                                                                                3, 1, B
                                                                                                    2, 4, W
                                                                                                        1, 4, B
                                                                                                            1, 5, W
                                                                                                                0, 3, B
                                                5, 1, B
                                                    4, 5, W
                                                        5, 4, B
                                                            6, 3, W
                                                                6, 5, B
                                                            5, 5, W
                                                                6, 4, B
                                    5, 1, W
                                        6, 2, B
                                            5, 3, W
                                                4, 4, B
                                                    6, 3, W
                                                        3, 5, B
                                                            7, 2, W
                                                        6, 1, B
                                                            7, 2, W
                                                                7, 1, B
                                                                    10, 1, W
                                                                        10, 2, B
                                                                            7, 3, W
                                                                                9, 1, B
                                                                                    4, 5, W
                                                                                        5, 4, B
                                                                                            10, 0, W
                                                                                                9, 0, B
                                                                                                    10, 3, W
                                                                                                        3, 1, B
                                                                                                            5, 5, W
                                                                                                                6, 4, B
                                                                                                                    7, 5, W
                                                                                                                        3, 5, B
                                                                                                                            2, 4, W
                                                                                                                                4, 0, B
                                                                                                                                    6, 5, W
                                                                                                                                        5, 0, B
                                                                                                                                            7, 4, W
                                                                                                                                                4, 2, B
                                                                                                                                                    3, 6, W
                                                                                                                                                        9, 2, B
                                                                                                                                                            2, 5, W
                                            6, 1, W
                                                7, 2, B
                                                    7, 1, W
                                                        2, 4, B
                                                            10, 2, W
                                                                6, 4, B
                                                            3, 5, W
                                                                5, 3, B
                                                                    10, 2, W
                                                                        2, 5, B
                                                                            5, 5, W
                                                                                10, 3, B
                                                                                    9, 3, W
                                                                                        10, 4, B
                                                                                            9, 4, W
                                                                                                10, 5, B
                                                                                                    4, 7, W
                                                                                                        9, 5, B
                                                                                                            2, 6, W
                                                                                                                1, 6, B
                                                                                                                    2, 7, W
                                                    2, 4, W
                                                        7, 1, B
                        4, 1, B
                            5, 2, W
                                5, 1, B
                                    6, 2, W
                                        2, 5, B
                                            4, 6, W
                                                2, 6, B
                        2, 5, B
                            4, 1, W
                                2, 6, B
                                    5, 4, W
                                3, 5, B
                                    4, 5, W
                                        4, 6, B
                                            5, 5, W
                                                5, 6, B
                                                    6, 5, W
                                                        2, 4, B
                                                            6, 6, W
                        4, 3, B
                            5, 2, W
                                2, 5, B
                                    3, 5, W
                                        3, 6, B
                                            5, 4, W
                                                2, 4, B
                                            2, 4, W
                                                1, 4, B
                                                    1, 5, W
                                                        2, 6, B
                                                            1, 3, W
                                                                0, 4, B
                                                                    0, 3, W
                                                                        4, 5, B
                                                                            0, 5, W
                                                                                1, 4, B
                                                                                    0, 4, W
                                                                                        4, 4, B
                                                                                            1, 4, W
                                                                                                1, 2, B
                                                                                                    1, 7, W
                                                                                                        1, 6, B
                                                                                                            0, 6, W
                                                                                                                0, 2, B
                                                                                                                    0, 7, W
                                                                                                                        2, 8, B
                                                                                                                            1, 8, W
                                                                                                                                1, 9, B
                                5, 3, B
                                    6, 2, W
                                        6, 3, B
                                            7, 2, W
                                                3, 5, B
                                                    4, 4, W
                                                        2, 4, B
                                                            4, 5, W
                                                                7, 3, B
                                                                    10, 3, W
                                                                        7, 5, B
                                                                            10, 4, W
                                                                                6, 6, B
                                                                                    3, 6, W
                                                                                        2, 5, B
                                                                                            4, 7, W
                    6, 3, W
                2, 5, B
                    3, 2, W
                        2, 4, B
                            10, 2, W
                                4, 6, B
                                3, 9, B
                                2, 9, B
                        3, 5, B
                            2, 4, W
                                1, 4, B
                                    1, 3, W
                                        1, 2, B
                                            1, 5, W
                                                0, 3, B
                                                    4, 5, W
                                                        1, 6, B
                                                    1, 6, W
                                                        4, 5, B
                                                            6, 3, W
                                                                2, 7, B
                                                                    1, 7, W
                                                                        2, 8, B
                                                                            1, 8, W
                                                                                2, 9, B
                                    1, 5, W
                                        1, 3, B
                                            1, 6, W
                                                3, 1, B
                                                    4, 1, W
                                                        2, 1, B
                                                            4, 2, W
                                                            5, 2, W
                                                            5, 3, W
                                                            4, 5, W
                                                                5, 1, B
                                                                    4, 2, W
                                                                        4, 0, B
                                                                    4, 0, W
                                                                        4, 2, B
                                                                            5, 2, W
                                                                                4, 3, B
                                                                                    4, 4, W
                                                                                        5, 3, B
                                                                            4, 3, W
                                                                                5, 2, B
                            4, 5, W
                                4, 6, B
                                    5, 6, W
                                        4, 7, B
                                            5, 5, W
                                                2, 4, B
                        2, 6, B
                        2, 1, B
                            3, 5, W
                                2, 6, B
                    2, 4, W
                        1, 4, B
                            3, 2, W
                                2, 1, B
                                    4, 6, W
                                1, 6, B
                                    3, 5, W
                                        3, 6, B
                                            4, 6, W
                                                3, 7, B
                                                    9, 3, W
                                2, 6, B
                                    1, 5, W
                                        1, 3, B
                                            10, 2, W
                            1, 5, W
                                1, 6, B
                                    1, 3, W
                                        0, 5, B
                                            1, 2, W
                                                1, 1, B
                                                    2, 1, W
                                                        3, 2, B
                                                            0, 1, W
                                                                3, 1, B
                                                                    1, 0, W
                                                                        0, 3, B
                                                            3, 1, W
                                                                4, 2, B
                                                                    0, 1, W
                                                                        0, 3, B
                                                                            1, 0, W
                                                                                5, 3, B
                            1, 3, W
                                1, 5, B
                                    3, 2, W
                                        1, 2, B
                                    1, 2, W
                                        3, 1, B
                                            3, 2, W
                                                2, 1, B
                                                    4, 1, W
                                                        1, 1, B
                    4, 6, W
                        2, 6, B
                            3, 2, W
                                5, 3, B
                    -1, -1, W
                        3, 5, B
                            6, 3, W
                                3, 2, B
                2, 4, B
                    3, 2, W
                        3, 1, B
                            4, 1, W
                                2, 1, B
                                    3, 5, W
                        3, 5, B
                            2, 1, W
                                1, 1, B
                                    3, 1, W
                                        2, 6, B
                    3, 5, W
                        3, 2, B
                            5, 3, W
                                4, 2, B
                                    6, 5, W
                            4, 2, W
                                2, 6, B
                                    5, 3, W
                                4, 1, B
                                    5, 2, W
                                        5, 1, B
                                            7, 2, W
                                                2, 6, B
                                                    4, 7, W
                                                        2, 7, B
4, 2, B
    2, 5, W
        5, 2, B
        6, 2, B
            3, 9, W
